name,iauname,type,RA,DEC,RAJ2000,DEJ2000,dalp,ddel,coor,nobs,stot,stotunres,ctot,ctotunres,xtot,xtotunres,utot,utotunres,ktot,ktotunres,ctype,catname,flag
0015-289,J0018-2842,U,00:18:09.720092,-28:42:21.70992,4.5405003833,-28.7060305333,14.59,30.35,-0.634,6,-1.0,-1.0,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0015+295,J0018+2947,C,00:18:27.789663,+29:47:31.16454,4.6157902625,29.79199015,0.35,0.63,0.147,130,-1.0,-1.0,-1.0,-1.0,0.015,0.017,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0017-821,J0019-8152,C,00:19:20.644403,-81:52:51.41219,4.8360183458,-81.8809478306,16.83,2.08,-0.294,51,-1.0,-1.0,-1.0,-1.0,0.039,0.037,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0016-301,J0019-2952,N,00:19:24.821576,-29:52:55.64099,4.8534232333,-29.8821224972,3.41,6.78,0.948,15,-1.0,-1.0,0.087,0.073,0.101,0.072,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0017-569,J0019-5641,C,00:19:26.611833,-56:41:42.45839,4.8608826375,-56.6951273306,2.49,1.87,0.104,52,-1.0,-1.0,-1.0,-1.0,0.144,0.097,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0016+222,J0019+2233,C,00:19:27.338560,+22:33:32.64324,4.8639106667,22.5590675667,0.33,0.71,-0.201,80,-1.0,-1.0,0.057,0.057,0.144,0.046,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0016+453,J0019+4537,C,00:19:29.027930,+45:37:43.09454,4.8709497083,45.6286373722,0.22,0.18,0.262,437,-1.0,-1.0,0.264,0.156,0.175,0.08,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0016+146,J0019+1457,C,00:19:33.199782,+14:57:37.96585,4.888332425,14.9605460694,0.32,0.7,-0.181,45,-1.0,-1.0,0.107,0.094,0.071,0.063,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0017+296,J0019+2956,C,00:19:37.790325,+29:56:01.92214,4.9074596875,29.9338672611,0.21,0.31,-0.075,437,0.082,0.027,-1.0,-1.0,0.056,0.036,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0017-363,J0019-3601,U,00:19:45.846109,-36:01:59.36726,4.9410254542,-36.0331575722,26.18,50.29,0.023,4,-1.0,-1.0,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0017-075,J0019-0715,C,00:19:52.081933,-07:15:40.36686,4.9670080542,-7.2612130167,0.79,1.72,-0.008,54,-1.0,-1.0,0.056,0.012,0.033,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0017+265,J0019+2647,C,00:19:52.531487,+26:47:31.96817,4.9688811958,26.7922133806,0.42,0.58,-0.181,81,-1.0,-1.0,0.08,0.059,0.052,0.038,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0017+330,J0019+3320,C,00:19:58.672683,+33:20:02.65929,4.9944695125,33.334072025,0.85,1.42,0.33,45,-1.0,-1.0,0.058,0.018,0.035,0.016,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0017-490,J0020-4847,C,00:20:22.689173,-48:47:07.81878,5.0945382208,-48.7855052167,3.01,3.65,0.042,20,-1.0,-1.0,-1.0,-1.0,0.18,0.158,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0018-281,J0020-2751,C,00:20:35.468736,-27:51:44.07552,5.1477864,-27.8622432,1.19,3.57,0.152,28,-1.0,-1.0,0.069,0.046,0.037,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0018+315,J0020+3152,C,00:20:50.626600,+31:52:29.37609,5.2109441667,31.8748266917,0.59,1.15,0.269,45,-1.0,-1.0,0.045,0.049,0.049,0.044,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0018-242,J0021-2355,C,00:21:09.732566,-23:55:25.09996,5.2905523583,-23.9236388778,1.1,3.74,0.145,33,-1.0,-1.0,0.023,-1.0,0.051,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0018-241,J0021-2354,C,00:21:14.320056,-23:54:08.22386,5.3096669,-23.9022844056,1.32,3.16,0.482,41,-1.0,-1.0,0.027,0.017,0.019,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0018-012,J0021-0055,U,00:21:25.362878,-00:55:40.88597,5.3556786583,-0.9280238806,18.55,23.03,-0.705,4,-1.0,-1.0,0.039,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0018+321,J0021+3226,C,00:21:29.959052,+32:26:58.65566,5.3748293833,32.4496265722,0.81,1.32,0.287,45,-1.0,-1.0,0.087,0.046,0.057,0.03,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0018+465,J0021+4652,C,00:21:31.318543,+46:52:01.90659,5.3804939292,46.867196275,2.64,2.8,-0.302,19,-1.0,-1.0,0.022,0.005,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0018+222,J0021+2229,C,00:21:35.944309,+22:29:33.86207,5.3997679542,22.4927394639,1.19,2.95,-0.449,36,-1.0,-1.0,0.054,0.02,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0019-519,J0022-5140,C,00:22:00.097238,-51:40:24.31178,5.5004051583,-51.6734199389,1.91,3.62,-0.303,14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0019-226,J0022-2221,C,00:22:01.534404,-22:21:03.72945,5.50639335,-22.3510359583,0.74,2.29,-0.024,36,-1.0,-1.0,0.084,-1.0,0.041,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0019+451,J0022+4525,C,00:22:06.611343,+45:25:33.86029,5.5275472625,45.4260723028,0.16,0.14,0.087,605,0.381,0.348,-1.0,-1.0,0.213,0.083,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0019-191,J0022-1853,C,00:22:09.268957,-18:53:34.86654,5.5386206542,-18.8930184833,0.62,1.56,0.206,133,-1.0,-1.0,-1.0,-1.0,0.082,0.069,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0019-073,J0022-0702,U,00:22:23.041078,-07:02:34.97399,5.5960044917,-7.0430483306,9.61,10.06,-0.267,6,-1.0,-1.0,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
4C+00.02,J0022+0014,C,00:22:25.425799,+00:14:56.16604,5.6059408292,0.2489350111,0.18,0.39,-0.049,586,1.923,0.156,-1.0,-1.0,0.269,0.03,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0019+058,J0022+0608,C,00:22:32.441212,+06:08:04.26892,5.6351717167,6.1345191444,0.1,0.17,0.068,32399,0.362,0.314,-1.0,-1.0,0.39,0.303,0.298,0.23,-1.0,-1.0,Fus,rfc_2024,-
0020-521,J0022-5153,C,00:22:33.364288,-51:53:16.41401,5.6390178667,-51.8878927806,2.56,1.93,0.119,51,-1.0,-1.0,-1.0,-1.0,0.111,0.055,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0020-378,J0022-3737,U,00:22:38.265488,-37:37:17.56109,5.6594395333,-37.6215447472,26.77,49.84,0.433,5,-1.0,-1.0,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0020-148,J0023-1431,C,00:23:05.632023,-14:31:32.25518,5.7734667625,-14.5256264389,0.55,1.34,0.044,51,-1.0,-1.0,0.05,0.037,0.031,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0020-653,J0023-6506,U,00:23:08.420804,-65:06:54.96242,5.7850866833,-65.1152673389,80.04,21.5,-0.615,3,-1.0,-1.0,-1.0,-1.0,0.042,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0020-252,J0023-2500,N,00:23:11.540572,-25:00:41.56944,5.7980857167,-25.0115470667,4.42,12.53,0.1,17,-1.0,-1.0,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0020+188,J0023+1904,C,00:23:21.299027,+19:04:48.10913,5.8387459458,19.0800303139,0.4,0.99,-0.396,36,-1.0,-1.0,0.063,0.057,0.06,0.054,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0020+253,J0023+2539,C,00:23:23.009360,+25:39:17.88166,5.8458723333,25.6549671278,0.7,0.91,-0.249,21,-1.0,-1.0,0.062,-1.0,0.069,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0020-150,J0023-1447,C,00:23:26.246503,-14:47:01.72346,5.8593604292,-14.7838120722,0.37,1.0,-0.431,36,-1.0,-1.0,0.103,0.07,0.085,0.051,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0020+007,J0023+0101,C,00:23:31.586586,+01:01:15.20629,5.881610775,1.0208906361,0.48,1.11,-0.067,36,-1.0,-1.0,0.054,0.026,0.049,0.034,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0021-031,J0023-0253,C,00:23:36.241647,-02:53:06.82092,5.9010068625,-2.8852280333,1.94,2.69,0.382,25,-1.0,-1.0,0.048,0.023,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0021+040,J0023+0417,C,00:23:38.164708,+04:17:00.43339,5.9090196167,4.2834537194,0.42,1.08,-0.185,224,-1.0,-1.0,0.04,0.013,0.028,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0021+055,J0023+0552,C,00:23:42.970267,+05:52:30.57649,5.9290427792,5.8751601361,0.52,1.06,-0.219,36,-1.0,-1.0,0.081,0.04,0.051,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0021-051,J0023-0450,N,00:23:48.965678,-04:50:01.64774,5.9540236583,-4.8337910389,3.2,5.46,0.157,14,-1.0,-1.0,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0021+376,J0023+3754,C,00:23:53.095157,+37:54:04.68660,5.9712298208,37.9013018333,0.65,1.56,-0.219,41,-1.0,-1.0,0.026,0.009,0.022,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0021+249,J0024+2510,C,00:24:15.818839,+25:10:41.11646,6.0659118292,25.1780879056,0.64,0.9,-0.246,81,-1.0,-1.0,0.046,0.025,0.032,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0021+464,J0024+4644,C,00:24:21.537646,+46:44:06.22978,6.0897401917,46.7350638278,0.17,0.15,-0.119,519,0.249,0.18,-1.0,-1.0,0.175,0.087,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0022-423,J0024-4202,C,00:24:42.989900,-42:02:03.95033,6.1791245833,-42.0344306472,0.36,0.45,-0.377,194,2.632,0.385,-1.0,-1.0,0.514,0.059,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0022+035,J0024+0349,C,00:24:45.217180,+03:49:03.58767,6.1884049167,3.8176632417,0.27,0.54,0.035,543,-1.0,-1.0,-1.0,-1.0,0.038,0.033,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0022-044,J0024-0412,C,00:24:45.983212,-04:12:01.54881,6.1915967167,-4.200430225,0.13,0.24,-0.23,429,0.238,0.122,-1.0,-1.0,0.178,0.095,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0022-09A,J0025-0942,C,00:25:14.296432,-09:42:01.15486,6.3095684667,-9.7003207944,0.57,1.56,-0.277,28,-1.0,-1.0,0.079,-1.0,0.088,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0023-375,J0025-3718,C,00:25:31.939059,-37:18:09.71792,6.3830794125,-37.3026994222,1.74,4.16,-0.313,24,-1.0,-1.0,0.081,0.013,0.038,0.031,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0022+424,J0025+4243,U,00:25:35.154578,+42:43:51.63527,6.3964774083,42.7310097972,15.75,11.17,-0.633,4,-1.0,-1.0,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0023+330,J0025+3316,U,00:25:43.916249,+33:16:48.72317,6.4329843708,33.2802008806,14.79,16.93,0.491,6,-1.0,-1.0,0.035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0023-275,J0025-2717,N,00:25:51.574596,-27:17:21.30642,6.46489415,-27.2892517833,5.53,11.49,-0.147,20,-1.0,-1.0,0.03,-1.0,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0023+452,J0025+4534,C,00:25:52.470929,+45:34:27.06405,6.4686288708,45.5741844583,1.08,1.04,-0.576,36,-1.0,-1.0,0.062,0.03,0.049,0.021,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0023-485,J0026-4818,N,00:26:21.333063,-48:18:53.69775,6.5888877625,-48.3149160417,16.32,9.85,-0.543,19,0.015,-1.0,-1.0,-1.0,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0024+282,J0027+2830,C,00:27:00.581333,+28:30:27.09764,6.7524222208,28.5075271222,0.95,1.85,0.251,32,-1.0,-1.0,0.042,0.011,0.018,0.012,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0024-340,J0027-3346,C,00:27:18.968839,-33:46:48.43000,6.8290368292,-33.7801194444,1.2,2.78,0.204,21,-1.0,-1.0,0.025,0.018,0.022,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0025-320,J0027-3147,C,00:27:42.045555,-31:47:49.62390,6.9251898125,-31.79711775,1.36,4.71,0.158,24,-1.0,-1.0,0.091,-1.0,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0025+449,J0027+4514,C,00:27:42.262766,+45:14:57.07578,6.9260948583,45.2491877167,0.23,0.21,-0.205,617,0.044,0.041,-1.0,-1.0,0.048,0.047,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0025+197,J0028+2000,C,00:28:29.818478,+20:00:26.74398,7.1242436583,20.0074288833,0.12,0.15,-0.01,11204,0.226,0.207,-1.0,-1.0,0.344,0.303,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0025-131,J0028-1250,C,00:28:31.767144,-12:50:53.36953,7.1323631,-12.8481582028,0.39,0.93,-0.158,36,-1.0,-1.0,0.114,0.087,0.079,0.049,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0025+238,J0028+2408,C,00:28:34.210369,+24:08:08.06403,7.1425432042,24.1355733417,0.41,0.82,0.248,28,-1.0,-1.0,0.035,0.027,0.048,0.036,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0026+076,J0028+0757,C,00:28:45.990335,+07:57:59.30452,7.1916263958,7.9664734778,0.2,0.4,-0.02,156,0.121,0.054,0.159,0.067,0.111,0.036,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0026+423,J0029+4235,C,00:29:10.681454,+42:35:12.41294,7.2945060583,42.5867813722,0.57,0.99,-0.31,36,-1.0,-1.0,0.073,0.05,0.076,0.036,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0026+056,J0029+055A,C,00:29:13.623181,+05:54:30.22043,7.3067632542,5.9083945639,0.62,1.56,-0.57,36,-1.0,-1.0,0.045,0.052,0.04,0.043,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0026+487,J0029+4858,C,00:29:26.393832,+48:58:45.44256,7.3599743,48.9792896,2.06,1.2,-0.246,28,-1.0,-1.0,0.07,-1.0,0.058,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0026+199,J0029+2013,C,00:29:30.530074,+20:13:21.48974,7.3772086417,20.2226360389,1.39,3.1,0.276,19,-1.0,-1.0,0.032,0.02,0.027,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0027+137,J0029+1402,C,00:29:50.703785,+14:02:13.94070,7.4612657708,14.03720575,0.5,1.45,-0.512,36,-1.0,-1.0,0.06,0.033,0.039,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0027-002,J0030-0000,C,00:30:07.888472,-00:00:07.26596,7.5328686333,-0.0020183222,1.1,2.14,-0.164,42,-1.0,-1.0,0.067,-1.0,0.051,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0027+001,J0030+0024,C,00:30:16.955808,+00:24:33.31542,7.5706492,0.4092542833,1.04,2.72,0.398,26,-1.0,-1.0,0.023,0.014,0.015,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0027+484,J0030+4842,C,00:30:43.294749,+48:42:14.57694,7.6803947875,48.70404915,1.67,2.46,-0.494,28,-1.0,-1.0,0.029,0.026,0.026,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0028+148,J0031+1507,C,00:31:26.801156,+15:07:39.50411,7.8616714833,15.1276400306,0.45,0.94,-0.247,45,-1.0,-1.0,0.093,0.089,0.072,0.054,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0029-414,J0031-4108,C,00:31:28.060260,-41:08:15.88354,7.86691775,-41.1377454278,0.47,1.36,-0.236,75,-1.0,-1.0,0.195,0.115,0.139,0.068,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0028+162,J0031+1632,U,00:31:28.903040,+16:32:35.41806,7.8704293333,16.5431716833,6.94,6.53,0.06,7,-1.0,-1.0,0.033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0029-159,J0032-1541,C,00:32:07.431325,-15:41:33.18019,8.0309638542,-15.6925500528,0.32,0.78,-0.315,81,-1.0,-1.0,0.042,0.04,0.052,0.04,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0029-556,J0032-5522,N,00:32:10.919083,-55:22:27.96208,8.0454961792,-55.3744339111,27.82,13.54,-0.654,13,0.022,-1.0,-1.0,-1.0,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0029+398,J0032+4007,C,00:32:16.221763,+40:07:11.85900,8.0675906792,40.1199608333,1.99,2.58,0.315,28,-1.0,-1.0,0.039,0.024,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0029-028,J0032-0232,C,00:32:29.675670,-02:32:19.53445,8.123648625,-2.5387595694,0.66,1.41,-0.269,36,-1.0,-1.0,0.051,0.028,0.037,0.023,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0029+372,J0032+3731,C,00:32:30.938762,+37:31:22.46363,8.1289115083,37.5229065639,0.81,1.17,-0.418,28,-1.0,-1.0,0.069,0.053,0.055,0.038,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0030+471,J0032+4726,C,00:32:46.340422,+47:26:51.08748,8.1930850917,47.4475243,0.49,0.87,-0.322,45,-1.0,-1.0,0.062,0.057,0.064,0.05,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0030+146,J0032+1456,C,00:32:56.627370,+14:56:37.47393,8.235947375,14.9437427583,0.37,0.86,-0.114,36,-1.0,-1.0,0.077,0.064,0.081,0.058,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0030-348,J0032-3433,N,00:32:58.486894,-34:33:51.60136,8.2436953917,-34.5643337111,3.23,9.53,0.674,19,-1.0,-1.0,-1.0,-1.0,0.025,0.023,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0030+048,J0032+0510,C,00:32:59.267801,+05:10:01.50424,8.2469491708,5.1670845111,0.19,0.41,-0.403,262,-1.0,-1.0,0.061,0.039,0.055,0.037,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0030+033,J0033+0335,C,00:33:12.887767,+03:35:50.16307,8.3036990292,3.5972675194,0.66,1.47,-0.241,91,-1.0,-1.0,0.031,0.011,0.028,0.009,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0031+399,J0033+4014,C,00:33:50.088391,+40:14:12.63339,8.4587016292,40.2368426083,0.96,1.16,0.652,45,-1.0,-1.0,0.066,0.057,0.036,0.031,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0031-657,J0033-6526,C,00:33:58.475057,-65:26:15.80006,8.4936460708,-65.4377222389,7.73,5.01,-0.237,22,-1.0,-1.0,-1.0,-1.0,0.043,0.045,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0031-345,J0033-3416,C,00:33:59.785825,-34:16:37.55514,8.4991076042,-34.27709865,0.81,2.46,0.206,56,-1.0,-1.0,-1.0,-1.0,0.041,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0031+387,J0034+3900,C,00:34:02.396962,+39:00:37.51016,8.5099873417,39.0104194889,0.39,0.64,0.179,36,-1.0,-1.0,0.053,0.022,0.039,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0031+211,J0034+2126,C,00:34:16.839590,+21:26:41.59854,8.5701649583,21.4448884833,0.18,0.31,-0.164,234,0.283,0.089,0.234,0.073,0.149,0.035,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0031+035,J0034+0348,C,00:34:21.043111,+03:48:22.90920,8.5876796292,3.8063636667,0.91,2.24,0.314,28,-1.0,-1.0,0.021,0.013,0.015,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0032+01A,J0034+0130,N,00:34:43.601220,+01:30:24.62434,8.68167175,1.5068400944,4.73,6.53,0.648,16,-1.0,-1.0,0.042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0032-233,J0034-2303,C,00:34:54.796125,-23:03:35.26551,8.7283171875,-23.059795975,0.95,2.26,-0.115,23,-1.0,-1.0,0.165,0.023,0.017,0.011,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0032-188,J0034-1833,C,00:34:57.886789,-18:33:10.66595,8.7411949542,-18.5529627639,0.4,1.09,-0.336,45,-1.0,-1.0,0.172,0.111,0.122,0.054,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0032+178,J0035+1808,C,00:35:05.249140,+18:08:52.57187,8.7718714167,18.1479366306,0.33,0.66,-0.206,45,-1.0,-1.0,0.064,0.061,0.085,0.078,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0032-167,J0035-1627,C,00:35:08.999520,-16:27:50.84479,8.787498,-16.4641235528,1.06,3.29,-0.277,28,-1.0,-1.0,0.038,-1.0,0.043,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0032+341,J0035+3428,C,00:35:12.489875,+34:28:19.66999,8.8020411458,34.4721305528,0.82,1.44,0.182,38,-1.0,-1.0,0.058,-1.0,0.06,0.03,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0032+007,J0035+0104,C,00:35:12.908069,+01:04:30.68009,8.8037836208,1.0751889139,0.94,1.69,-0.01,42,-1.0,-1.0,0.098,-1.0,0.064,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0032+149,J0035+1515,C,00:35:14.724107,+15:15:04.15393,8.8113504458,15.2511538694,0.35,0.74,0.053,89,-1.0,-1.0,-1.0,-1.0,0.019,0.019,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0033-301,J0035-2954,C,00:35:44.786617,-29:54:28.71817,8.9366109042,-29.9079772694,1.46,5.13,0.119,25,-1.0,-1.0,0.039,-1.0,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0033-133,J0035-1305,C,00:35:47.771843,-13:05:11.32159,8.9490493458,-13.0864782194,0.37,0.97,-0.515,36,-1.0,-1.0,0.069,0.057,0.093,0.075,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0033+260,J0036+2618,N,00:36:01.250977,+26:18:54.60284,9.0052124042,26.3151674556,4.1,5.46,0.374,20,-1.0,-1.0,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0033-032,J0036-0259,C,00:36:25.946710,-02:59:57.11501,9.1081112917,-2.9991986139,0.27,0.68,-0.212,81,-1.0,-1.0,0.042,0.03,0.036,0.028,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034-035,J0036-0318,C,00:36:35.522265,-03:18:16.36244,9.1480094375,-3.3045451222,0.61,1.31,-0.173,38,-1.0,-1.0,0.046,0.029,0.045,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034+315,J0036+3151,C,00:36:48.124214,+31:51:14.39298,9.2005175583,31.85399805,0.69,1.23,-0.63,44,-1.0,-1.0,0.043,0.016,0.026,0.015,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034+29A,J0037+3002,C,00:37:10.156691,+30:02:44.32609,9.2923195458,30.0456461361,0.88,1.49,0.036,31,-1.0,-1.0,0.065,0.007,0.032,0.015,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034-220,J0037-2145,C,00:37:14.825903,-21:45:24.71424,9.3117745958,-21.7568650667,0.14,0.32,-0.415,576,0.253,0.145,-1.0,-1.0,0.158,0.084,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034-484,J0037-4808,C,00:37:16.198116,-48:08:07.99032,9.31749215,-48.1355528667,2.91,3.45,0.248,22,-1.0,-1.0,-1.0,-1.0,0.04,0.042,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034+214,J0037+2141,C,00:37:23.540835,+21:41:53.12525,9.3480868125,21.6980903472,0.17,0.27,-0.023,235,0.07,0.063,0.106,0.061,0.127,0.061,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034+108,J0037+1109,C,00:37:26.041440,+11:09:50.92101,9.358506,11.164144725,0.15,0.24,-0.093,418,0.271,0.167,-1.0,-1.0,0.253,0.171,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034+191,J0037+1922,C,00:37:28.219759,+19:22:45.54069,9.3675823292,19.3793168583,0.42,0.71,-0.118,81,-1.0,-1.0,0.116,0.077,0.047,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0034+393,J0037+3938,C,00:37:36.725751,+39:38:11.79468,9.4030239625,39.6366096333,0.21,0.23,-0.203,516,0.159,0.075,-1.0,-1.0,0.084,0.045,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0035+238,J0037+2407,C,00:37:58.299787,+24:07:11.86849,9.4929157792,24.1199634694,0.26,0.45,-0.554,401,0.287,0.062,-1.0,-1.0,0.085,0.048,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0035+158,J0038+1606,C,00:38:00.200202,+16:06:38.91399,9.500834175,16.1108094417,2.98,2.75,-0.296,21,0.084,-1.0,-1.0,-1.0,0.077,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0035-016,J0038-0122,C,00:38:16.455685,-01:22:04.18749,9.5685653542,-1.3678298583,0.45,1.0,-0.168,49,-1.0,-1.0,0.092,-1.0,0.093,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
